Column1,Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Status,Satisfaction
11278,IND35531,66%,0.53,3,164,6,,0,,support,low,Stayed,0.66
11279,IND22084,22%,0.91,6,222,8,,0,,technical,low,Stayed,0.22
11280,IND13692,96%,0.71,3,205,8,1,0,,management,medium,Stayed,0.96
11281,IND27573,87%,0.88,4,140,8,,0,,marketing,medium,Stayed,0.87
11282,IND44839,61%,0.42,2,103,8,,0,,marketing,medium,Stayed,0.61
11283,IND0606,66%,0.85,3,178,8,1,0,,marketing,medium,Stayed,0.66
11284,IND10037,90%,0.51,4,137,6,,0,,sales,medium,Stayed,0.9
11285,IND16066,64%,0.67,3,143,6,,0,,sales,medium,Stayed,0.64
11286,IND36596,76%,0.82,4,170,6,,0,,sales,medium,Stayed,0.76
11287,IND30750,97%,0.41,5,135,6,,0,,sales,medium,Stayed,0.97
11288,IND23286,69%,0.76,3,174,6,,0,,sales,medium,Stayed,0.69
11289,IND33502,98%,0.55,3,166,6,1,0,,sales,medium,Stayed,0.98
11290,IND38784,18%,0.61,5,174,6,,0,,sales,medium,Stayed,0.18
11291,IND38233,62%,0.91,3,251,10,,0,,sales,medium,Stayed,0.62
11292,IND43110,29%,0.37,6,187,10,1,0,,sales,high,Stayed,0.29
11293,IND03761,87%,0.48,5,170,3,,0,,sales,low,Stayed,0.87
11294,IND39414,91%,0.64,3,241,10,,0,,sales,medium,Stayed,0.91
11295,IND04405,53%,0.79,3,221,10,1,0,,sales,medium,Stayed,0.53
11296,IND06801,69%,0.73,4,257,10,1,0,,sales,medium,Stayed,0.69
11297,IND34249,14%,0.58,4,275,10,,0,,sales,medium,Stayed,0.14
11298,IND36840,70%,0.77,4,245,2,,0,,sales,low,Stayed,0.7
11299,IND08531,77%,0.75,6,246,6,,0,,sales,low,Stayed,0.77
11300,IND16176,77%,0.76,6,263,6,,0,,sales,low,Stayed,0.77
11301,IND27510,76%,0.99,3,133,4,,0,,sales,low,Stayed,0.76
11302,IND03895,66%,0.49,4,157,3,,0,,sales,low,Stayed,0.66
11303,IND29171,50%,0.95,3,198,4,,0,,accounting,low,Stayed,0.5
11304,IND34675,57%,0.9,5,145,3,,0,,accounting,low,Stayed,0.57
11305,IND37566,97%,0.62,6,118,2,,0,,accounting,low,Stayed,0.97
11306,IND42084,26%,0.99,5,184,5,,0,,hr,low,Stayed,0.26
11307,IND16903,72%,0.62,3,243,2,1,0,,hr,low,Stayed,0.72
11308,IND26435,83%,0.93,3,247,2,,0,,hr,low,Stayed,0.83
11309,IND30994,55%,0.4,3,158,3,,0,,hr,low,Stayed,0.55
11310,IND31712,77%,0.74,5,243,2,,0,,technical,low,Stayed,0.77
11311,IND41279,24%,0.63,4,203,5,,0,,technical,low,Stayed,0.24
11312,IND33649,80%,0.96,3,161,3,,0,,technical,low,Stayed,0.8
11313,IND44875,50%,0.59,4,214,3,1,0,,technical,low,Stayed,0.5
11314,IND32595,66%,0.59,4,179,3,,0,,technical,low,Stayed,0.66
11315,IND38213,66%,0.77,4,188,2,,0,,technical,low,Stayed,0.66
11316,IND18875,66%,0.81,3,174,3,,0,,technical,low,Stayed,0.66
11317,IND31297,96%,0.83,3,177,4,,0,,technical,low,Stayed,0.96
11318,IND06463,75%,0.94,5,194,4,,0,,technical,low,Stayed,0.75
11319,IND0663,78%,0.77,3,244,2,,0,,technical,medium,Stayed,0.78
11320,IND05701,57%,0.82,4,269,2,,0,,technical,medium,Stayed,0.57
11321,IND13152,78%,0.68,2,159,3,1,0,,support,medium,Stayed,0.78
11322,IND27403,57%,0.88,4,140,2,,0,,support,medium,Stayed,0.57
11323,IND03140,84%,0.56,5,224,2,,0,,support,medium,Stayed,0.84
11324,IND38189,23%,0.94,5,242,4,,0,,support,medium,Stayed,0.23
11325,IND19551,53%,0.37,3,180,3,,0,,support,medium,Stayed,0.53
11326,IND02118,82%,0.71,3,150,3,,0,,support,medium,Stayed,0.82
11327,IND23126,59%,0.64,5,269,3,,0,,support,medium,Stayed,0.59
11328,IND25824,50%,0.52,2,178,2,,0,,support,medium,Stayed,0.5
11329,IND42080,100%,0.74,2,187,3,,0,,support,medium,Stayed,1
11330,IND25882,94%,0.61,3,140,2,,0,,support,medium,Stayed,0.94
11331,IND35392,86%,0.61,4,193,2,,0,,support,high,Stayed,0.86
11332,IND40789,73%,0.49,4,243,2,,0,,technical,low,Stayed,0.73
11333,IND27929,49%,0.94,3,144,3,1,0,,technical,medium,Stayed,0.49
11334,IND40427,79%,0.73,2,147,2,,0,,technical,medium,Stayed,0.79
11335,IND05907,83%,0.5,6,165,3,,0,,management,medium,Stayed,0.83
11336,IND30441,85%,0.67,3,176,2,,0,,IT,medium,Stayed,0.85
11337,IND35648,65%,0.37,3,170,6,,0,,IT,low,Stayed,0.65
11338,IND39440,94%,0.65,4,213,2,1,0,,IT,low,Stayed,0.94
11339,IND44059,76%,0.81,4,242,2,,0,,IT,low,Stayed,0.76
11340,IND36494,77%,0.54,4,139,3,1,0,,IT,low,Stayed,0.77
11341,IND17053,77%,0.91,4,239,3,1,0,,product_mng,low,Stayed,0.77
11342,IND35064,59%,0.64,5,123,2,,0,,product_mng,low,Stayed,0.59
11343,IND11350,69%,0.9,3,185,4,,0,,product_mng,low,Stayed,0.69
11344,IND36342,51%,0.85,4,186,2,,0,,product_mng,low,Stayed,0.51
11345,IND13608,80%,0.67,3,178,3,,0,,IT,low,Stayed,0.8
11346,IND26076,98%,0.7,3,153,10,,0,,management,high,Stayed,0.98
11347,IND37933,69%,0.72,4,185,10,1,0,,management,high,Stayed,0.69
11348,IND40903,14%,0.76,4,142,10,,0,,management,high,Stayed,0.14
11349,IND44907,95%,0.9,4,221,10,1,0,,management,high,Stayed,0.95
11350,IND02048,53%,0.61,3,148,10,,0,,management,high,Stayed,0.53
11351,IND05082,64%,0.52,5,258,10,1,0,,management,high,Stayed,0.64
11352,IND12947,51%,0.73,4,229,3,,0,,sales,low,Stayed,0.51
11353,IND13258,36%,0.73,2,111,2,,0,,sales,low,Stayed,0.36
11354,IND32649,62%,0.97,2,271,3,,0,,sales,low,Stayed,0.62
11355,IND33994,98%,0.58,4,133,3,,0,,sales,low,Stayed,0.98
11356,IND36367,53%,0.7,4,223,3,,0,,sales,low,Stayed,0.53
11357,IND21696,80%,0.95,4,272,2,,0,,sales,low,Stayed,0.8
11358,IND0356,73%,0.77,3,233,3,,0,,sales,medium,Stayed,0.73
11359,IND34485,82%,0.8,3,162,3,,0,,sales,medium,Stayed,0.82
11360,IND37074,62%,0.75,5,165,4,,0,,sales,medium,Stayed,0.62
11361,IND08092,87%,0.48,5,242,3,,0,,sales,medium,Stayed,0.87
11362,IND44817,43%,0.65,4,124,2,,0,,sales,medium,Stayed,0.43
11363,IND13848,57%,0.6,2,163,3,,0,,sales,medium,Stayed,0.57
11364,IND26033,91%,0.77,3,144,3,,0,,sales,medium,Stayed,0.91
11365,IND27763,75%,0.59,5,149,4,,0,,sales,medium,Stayed,0.75
11366,IND32459,76%,0.8,5,217,2,,0,,sales,medium,Stayed,0.76
11367,IND03164,85%,0.49,4,139,2,,0,,sales,medium,Stayed,0.85
11368,IND19742,56%,0.67,3,270,2,,0,,sales,medium,Stayed,0.56
11369,IND27683,86%,0.84,3,177,3,,0,,sales,medium,Stayed,0.86
11370,IND06508,21%,0.43,5,175,2,1,0,,sales,high,Stayed,0.21
11371,IND21719,94%,0.59,3,151,2,,0,,sales,low,Stayed,0.94
11372,IND04444,98%,0.74,3,185,3,,0,,sales,medium,Stayed,0.98
11373,IND14797,42%,0.45,3,227,3,,0,,sales,medium,Stayed,0.42
11374,IND17017,98%,0.89,4,218,2,,0,,sales,medium,Stayed,0.98
11375,IND28449,100%,0.93,5,167,3,,0,,sales,medium,Stayed,1
11376,IND35169,95%,0.52,3,183,2,1,0,,sales,low,Stayed,0.95
11377,IND36127,95%,0.5,4,259,3,,0,,sales,low,Stayed,0.95
11378,IND09852,68%,0.53,3,138,2,1,0,,sales,low,Stayed,0.68
11379,IND13777,64%,0.38,5,122,4,,0,,sales,low,Stayed,0.64
11380,IND16044,24%,0.62,6,225,6,,0,,sales,low,Stayed,0.24
11381,IND37450,37%,0.72,3,121,2,,0,,sales,low,Stayed,0.37
11382,IND08600,67%,0.4,4,274,3,,0,,sales,low,Stayed,0.67
11383,IND13773,86%,0.89,4,153,4,,0,,sales,low,Stayed,0.86
11384,IND01232,43%,0.38,3,119,2,,0,,sales,low,Stayed,0.43
11385,IND22748,67%,0.67,4,141,2,1,0,,sales,low,Stayed,0.67
11386,IND30607,92%,0.6,4,161,3,,0,,IT,low,Stayed,0.92
11387,IND28292,43%,0.46,2,186,2,,0,,product_mng,low,Stayed,0.43
11388,IND42631,52%,0.8,3,252,4,,0,,product_mng,low,Stayed,0.52
11389,IND18513,16%,0.42,3,182,3,1,0,,product_mng,low,Stayed,0.16
11390,IND34723,49%,0.6,4,264,2,1,0,,product_mng,low,Stayed,0.49
11391,IND38660,37%,0.63,4,167,3,,0,,IT,low,Stayed,0.37
11392,IND43267,98%,0.68,5,171,3,,0,,management,high,Stayed,0.98
11393,IND0667,33%,0.97,5,130,4,,0,,management,high,Stayed,0.33
11394,IND13014,14%,0.79,5,271,4,,0,,management,high,Stayed,0.14
11395,IND28387,54%,0.79,5,249,3,1,0,,management,high,Stayed,0.54
11396,IND35100,63%,0.48,4,180,4,,0,,management,high,Stayed,0.63
11397,IND40149,55%,0.69,4,220,3,1,0,,management,high,Stayed,0.55
11398,IND32726,84%,0.53,3,210,4,1,0,,marketing,medium,Stayed,0.84
11399,IND07658,51%,0.97,4,258,2,,0,,sales,medium,Stayed,0.51
11400,IND34575,15%,0.75,3,150,4,,0,1,accounting,medium,Stayed,0.15
11401,IND39437,97%,0.79,5,259,3,,0,1,support,medium,Stayed,0.97
11402,IND09659,67%,0.69,3,231,3,,0,1,technical,medium,Stayed,0.67
11403,IND43479,48%,0.67,4,220,3,,0,1,management,medium,Stayed,0.48
11404,IND05367,69%,0.58,4,149,3,,0,1,marketing,medium,Stayed,0.69
11405,IND28051,60%,0.62,3,238,4,,0,1,marketing,medium,Stayed,0.6
11406,IND05397,82%,0.71,2,209,5,,0,1,marketing,medium,Stayed,0.82
11407,IND39048,86%,0.95,4,149,3,,0,1,sales,medium,Stayed,0.86
11408,IND02038,69%,0.59,4,264,3,,0,,sales,medium,Stayed,0.69
11409,IND03629,87%,0.87,5,207,2,,0,,sales,high,Stayed,0.87
11410,IND43420,17%,0.78,3,239,6,,0,,sales,low,Stayed,0.17
11411,IND21710,94%,0.51,6,239,5,,0,,sales,medium,Stayed,0.94
11412,IND02708,50%,1,4,258,3,,0,,sales,medium,Stayed,0.5
11413,IND08101,16%,0.72,3,203,3,,0,,sales,medium,Stayed,0.16
11414,IND16094,89%,0.99,2,258,3,,0,,sales,medium,Stayed,0.89
11415,IND32892,69%,0.51,3,257,3,1,0,,IT,low,Stayed,0.69
11416,IND35896,50%,0.51,5,134,3,,0,,product_mng,low,Stayed,0.5
11417,IND16283,16%,0.46,6,240,2,,0,,product_mng,low,Stayed,0.16
11418,IND26184,75%,0.99,2,237,5,1,0,,product_mng,low,Stayed,0.75
11419,IND18506,64%,0.66,5,157,2,,0,,product_mng,low,Stayed,0.64
11420,IND16197,78%,0.43,4,275,3,,0,,IT,low,Stayed,0.78
11421,IND0324,81%,0.74,2,228,3,,0,,management,high,Stayed,0.81
11422,IND19240,55%,0.58,3,254,2,,0,,management,high,Stayed,0.55
11423,IND23296,53%,0.53,4,257,2,,0,,management,high,Stayed,0.53
11424,IND38452,69%,0.73,3,231,2,1,0,,management,high,Stayed,0.69
11425,IND07369,80%,0.53,3,217,3,,0,,management,high,Stayed,0.8
11426,IND15601,77%,0.98,3,286,6,,0,,management,high,Stayed,0.77
11427,IND41548,84%,0.8,4,236,3,,0,,marketing,low,Stayed,0.84
11428,IND16670,64%,0.55,4,215,2,,0,,sales,low,Stayed,0.64
11429,IND11576,78%,0.57,4,157,3,,0,,accounting,low,Stayed,0.78
11430,IND18082,67%,0.7,3,149,3,,0,,support,low,Stayed,0.67
11431,IND10323,81%,0.77,3,221,2,,0,,technical,low,Stayed,0.81
11432,IND35249,91%,0.82,4,238,2,,0,,management,low,Stayed,0.91
11433,IND26874,75%,0.89,6,250,2,,0,,marketing,medium,Stayed,0.75
11434,IND42079,78%,0.96,3,202,4,1,0,,marketing,medium,Stayed,0.78
11435,IND06824,54%,0.52,4,173,2,,0,,marketing,medium,Stayed,0.54
11436,IND41260,77%,0.71,5,250,3,1,0,,sales,medium,Stayed,0.77
11437,IND15927,89%,0.63,4,270,3,1,0,,sales,medium,Stayed,0.89
11438,IND32570,16%,0.98,3,232,5,,0,,sales,medium,Stayed,0.16
11439,IND05851,77%,0.99,4,260,3,,0,,sales,medium,Stayed,0.77
11440,IND03980,69%,0.48,5,232,4,,0,,sales,medium,Stayed,0.69
11441,IND18595,61%,0.81,4,134,3,,0,,sales,medium,Stayed,0.61
11442,IND02790,59%,0.81,4,189,3,,0,,sales,medium,Stayed,0.59
11443,IND13307,58%,0.8,4,113,3,,0,,IT,medium,Stayed,0.58
11444,IND18267,88%,0.67,5,264,3,,0,,product_mng,medium,Stayed,0.88
11445,IND27259,51%,0.63,5,260,2,,0,,product_mng,high,Stayed,0.51
11446,IND06020,31%,0.7,3,132,3,,0,,product_mng,low,Stayed,0.31
11447,IND37225,52%,0.52,4,168,3,,0,,product_mng,medium,Stayed,0.52
11448,IND41153,57%,0.46,3,186,3,1,0,,IT,medium,Stayed,0.57
11449,IND42087,50%,0.77,3,267,2,,0,,management,high,Stayed,0.5
11450,IND05430,74%,0.63,3,180,3,,0,,management,high,Stayed,0.74
11451,IND27212,74%,0.77,3,211,3,,0,,management,high,Stayed,0.74
11452,IND0951,82%,0.51,2,268,2,,0,,management,high,Stayed,0.82
11453,IND42580,74%,0.71,3,206,3,,0,,management,high,Stayed,0.74
11454,IND28012,20%,0.59,6,113,3,,0,,management,high,Stayed,0.2
11455,IND05197,63%,0.48,4,179,3,,0,,marketing,low,Stayed,0.63
11456,IND31072,19%,0.8,6,157,6,1,0,,sales,low,Stayed,0.19
11457,IND03799,40%,0.62,4,127,5,,0,,accounting,low,Stayed,0.4
11458,IND27628,71%,0.37,2,179,5,,0,1,support,low,Stayed,0.71
11459,IND40400,84%,0.73,4,197,3,,0,1,technical,low,Stayed,0.84
11460,IND14569,59%,0.84,4,251,4,1,0,1,management,low,Stayed,0.59
11461,IND16311,57%,0.85,4,250,3,1,0,1,marketing,low,Stayed,0.57
11462,IND18616,81%,0.61,2,176,5,,0,1,marketing,low,Stayed,0.81
11463,IND23108,80%,0.7,4,246,3,,0,1,marketing,low,Stayed,0.8
11464,IND22386,49%,0.66,3,155,3,,0,1,sales,low,Stayed,0.49
11465,IND36955,55%,0.64,3,178,2,,0,1,sales,low,Stayed,0.55
11466,IND41903,68%,0.4,3,213,5,1,0,1,sales,low,Stayed,0.68
11467,IND24682,55%,0.67,3,150,2,,0,1,sales,low,Stayed,0.55
11468,IND36771,59%,0.62,3,166,2,,0,,sales,low,Stayed,0.59
11469,IND18901,91%,0.8,5,169,4,,0,,sales,low,Stayed,0.91
11470,IND08400,48%,0.9,4,208,3,,0,,sales,low,Stayed,0.48
11471,IND10214,84%,0.66,3,209,2,,0,,sales,low,Stayed,0.84
11472,IND16765,73%,0.54,4,167,3,,0,,IT,medium,Stayed,0.73
11473,IND01660,28%,0.59,6,281,3,,0,,product_mng,medium,Stayed,0.28
11474,IND07170,77%,0.65,3,156,4,,0,,product_mng,medium,Stayed,0.77
11475,IND23191,67%,0.65,3,265,3,,0,,product_mng,medium,Stayed,0.67
11476,IND32767,50%,0.53,3,142,3,1,0,,product_mng,medium,Stayed,0.5
11477,IND26994,32%,0.47,3,143,4,,0,,IT,medium,Stayed,0.32
11478,IND28082,57%,0.78,3,134,3,,0,,RandD,medium,Stayed,0.57
11479,IND06491,51%,0.8,5,268,3,,0,,RandD,medium,Stayed,0.51
11480,IND14161,61%,0.6,3,255,2,,0,,RandD,medium,Stayed,0.61
11481,IND30192,83%,0.73,4,157,2,,0,,RandD,medium,Stayed,0.83
11482,IND05043,87%,0.97,5,151,3,,0,,RandD,medium,Stayed,0.87
11483,IND19700,70%,0.63,3,157,2,,0,,RandD,medium,Stayed,0.7
11484,IND20954,78%,0.65,3,139,3,,0,,marketing,high,Stayed,0.78
11485,IND21168,71%,0.53,4,196,2,1,0,,sales,low,Stayed,0.71
11486,IND30418,68%,0.99,3,159,2,,0,,accounting,medium,Stayed,0.68
11487,IND05373,75%,0.53,4,224,4,1,0,,support,medium,Stayed,0.75
11488,IND05623,70%,0.53,3,215,7,1,0,,technical,medium,Stayed,0.7
11489,IND13986,59%,0.94,5,157,7,1,0,,management,medium,Stayed,0.59
11490,IND28613,64%,0.87,4,157,7,,0,,marketing,low,Stayed,0.64
11491,IND35439,61%,0.88,5,146,7,1,0,,marketing,low,Stayed,0.61
11492,IND34106,77%,0.49,2,286,7,,0,,marketing,low,Stayed,0.77
11493,IND01638,51%,0.64,3,203,3,,0,,sales,low,Stayed,0.51
11494,IND01188,49%,0.49,3,168,7,,0,,sales,low,Stayed,0.49
11495,IND03334,77%,0.75,3,170,7,,0,,sales,low,Stayed,0.77
11496,IND28249,31%,0.86,3,266,7,,0,,sales,low,Stayed,0.31
11497,IND22094,54%,0.76,3,183,3,,0,,sales,low,Stayed,0.54
11498,IND36352,56%,0.66,4,264,3,,0,,sales,low,Stayed,0.56
11499,IND41641,65%,0.77,4,205,3,,0,,sales,low,Stayed,0.65
11500,IND26167,49%,0.36,2,192,3,,0,,sales,low,Stayed,0.49
11501,IND0698,82%,0.79,3,176,3,,0,,technical,low,Stayed,0.82
11502,IND01675,60%,0.52,3,183,2,,0,,support,low,Stayed,0.6
11503,IND20666,64%,0.63,3,156,6,1,0,,support,low,Stayed,0.64
11504,IND27484,70%,0.68,3,150,3,,0,,support,low,Stayed,0.7
11505,IND42745,65%,0.89,4,204,8,1,0,,support,low,Stayed,0.65
11506,IND22547,69%,0.78,5,131,8,,0,,support,low,Stayed,0.69
11507,IND28893,93%,0.74,5,248,8,1,0,,support,low,Stayed,0.93
11508,IND12671,55%,0.52,4,168,8,,0,,support,low,Stayed,0.55
11509,IND26535,75%,0.87,4,146,8,1,0,,support,low,Stayed,0.75
11510,IND37987,47%,0.43,4,246,3,,0,,support,low,Stayed,0.47
11511,IND43764,72%,0.88,5,216,10,1,0,,support,medium,Stayed,0.72
11512,IND25756,59%,0.92,3,203,10,,0,,support,medium,Stayed,0.59
11513,IND14671,98%,0.49,3,199,10,,0,,technical,medium,Stayed,0.98
11514,IND19194,39%,0.52,2,102,8,,0,,technical,medium,Stayed,0.39
11515,IND36498,93%,0.87,4,139,8,,0,,technical,medium,Stayed,0.93
11516,IND38984,71%,0.97,5,208,8,1,0,,management,medium,Stayed,0.71
11517,IND05993,49%,0.54,4,215,4,,0,,IT,medium,Stayed,0.49
11518,IND31155,63%,0.93,4,233,3,,0,,IT,medium,Stayed,0.63
11519,IND35080,45%,0.64,3,169,10,,0,,IT,medium,Stayed,0.45
11520,IND03643,77%,0.64,3,190,10,1,0,,IT,medium,Stayed,0.77
11521,IND05072,77%,0.63,4,236,7,,0,,IT,medium,Stayed,0.77
11522,IND08870,50%,0.92,4,266,7,,0,,product_mng,medium,Stayed,0.5
11523,IND05618,45%,0.42,4,156,7,,0,,product_mng,high,Stayed,0.45
11524,IND12327,81%,0.47,4,153,7,,0,,product_mng,low,Stayed,0.81
11525,IND18475,83%,0.67,3,175,3,,0,,product_mng,medium,Stayed,0.83
11526,IND32538,47%,0.76,6,174,10,,0,,IT,medium,Stayed,0.47
11527,IND41898,25%,0.89,4,154,10,,0,,management,high,Stayed,0.25
11528,IND02391,89%,0.55,5,251,10,,0,,management,high,Stayed,0.89
11529,IND31738,97%,0.57,3,164,10,,0,,management,high,Stayed,0.97
11530,IND30721,60%,0.65,2,225,10,,0,,management,high,Stayed,0.6
11531,IND09603,67%,0.72,2,134,10,,0,,management,high,Stayed,0.67
11532,IND43237,89%,0.77,3,144,3,,0,,management,high,Stayed,0.89
11533,IND05208,60%,0.91,5,211,3,,0,,sales,low,Stayed,0.6
11534,IND14199,64%,0.79,4,139,3,,0,,sales,low,Stayed,0.64
11535,IND42506,57%,0.66,3,268,3,,0,,sales,low,Stayed,0.57
11536,IND32766,56%,0.98,5,171,3,1,0,,sales,low,Stayed,0.56
11537,IND15113,60%,0.9,4,260,2,,0,,sales,medium,Stayed,0.6
11538,IND05256,17%,0.66,6,224,3,,0,,sales,medium,Stayed,0.17
11539,IND41729,74%,0.49,4,233,3,,0,,sales,medium,Stayed,0.74
11540,IND36901,44%,0.41,3,125,7,,0,,sales,medium,Stayed,0.44
11541,IND16777,51%,0.89,4,233,7,,0,,sales,medium,Stayed,0.51
11542,IND07583,86%,0.57,3,162,7,,0,,sales,medium,Stayed,0.86
11543,IND18020,96%,0.48,4,198,7,,0,,sales,medium,Stayed,0.96
11544,IND22866,87%,0.82,4,198,7,,0,,sales,medium,Stayed,0.87
11545,IND0245,58%,0.79,3,243,3,1,0,,sales,medium,Stayed,0.58
11546,IND28145,24%,0.56,4,281,7,,0,,sales,medium,Stayed,0.24
11547,IND42674,42%,0.8,4,259,7,1,0,,sales,medium,Stayed,0.42
11548,IND28608,65%,0.94,4,184,7,,0,,sales,medium,Stayed,0.65
11549,IND05898,73%,0.92,6,189,3,1,0,,sales,medium,Stayed,0.73
11550,IND29165,63%,0.6,4,258,3,,0,,sales,medium,Stayed,0.63
11551,IND44455,95%,0.48,4,225,3,,0,,sales,medium,Stayed,0.95
11552,IND19514,52%,0.83,5,145,3,,0,,sales,medium,Stayed,0.52
11553,IND24200,96%,0.55,3,164,3,,0,,sales,medium,Stayed,0.96
11554,IND17274,66%,0.51,4,254,2,,0,,sales,medium,Stayed,0.66
11555,IND06042,98%,0.44,4,154,6,1,0,,sales,medium,Stayed,0.98
11556,IND36987,56%,0.79,5,248,3,,0,,sales,medium,Stayed,0.56
11557,IND23781,97%,0.54,3,154,8,1,0,,sales,medium,Stayed,0.97
11558,IND24482,72%,0.92,3,242,8,,0,,sales,medium,Stayed,0.72
11559,IND31464,74%,0.78,4,194,8,,0,,sales,medium,Stayed,0.74
11560,IND28898,20%,0.6,5,261,8,,0,,sales,medium,Stayed,0.2
11561,IND32301,73%,0.56,3,245,8,,0,,sales,medium,Stayed,0.73
11562,IND19405,76%,0.79,3,247,3,,0,,sales,low,Stayed,0.76
11563,IND36910,65%,0.54,4,147,10,,0,,sales,low,Stayed,0.65
11564,IND43448,66%,0.5,3,139,10,1,0,,sales,low,Stayed,0.66
11565,IND30779,96%,0.97,6,137,10,,0,,sales,low,Stayed,0.96
11566,IND14118,57%,0.55,4,177,8,,0,,sales,low,Stayed,0.57
11567,IND23556,61%,0.82,4,184,8,,0,,IT,low,Stayed,0.61
11568,IND02083,57%,0.69,3,212,8,,0,,product_mng,low,Stayed,0.57
11569,IND26325,59%,0.47,3,159,4,,0,,product_mng,low,Stayed,0.59
11570,IND39852,92%,0.68,4,178,3,,0,,product_mng,low,Stayed,0.92
11571,IND19067,79%,0.56,3,149,10,,0,,product_mng,low,Stayed,0.79
11572,IND30995,95%,0.66,4,223,10,,0,,IT,low,Stayed,0.95
11573,IND34035,24%,0.81,6,263,7,,0,,management,high,Stayed,0.24
11574,IND36877,49%,0.52,4,161,7,,0,,management,high,Stayed,0.49
11575,IND15956,49%,0.68,3,192,7,,0,,management,high,Stayed,0.49
11576,IND30782,97%,0.51,5,215,7,,0,,management,high,Stayed,0.97
11577,IND18363,55%,0.78,4,261,3,,0,,management,high,Stayed,0.55
11578,IND19089,76%,0.56,5,222,10,,0,,management,high,Stayed,0.76
11579,IND29105,53%,0.99,3,223,10,,0,,marketing,low,Stayed,0.53
11580,IND33177,51%,0.86,3,182,10,,0,,sales,low,Stayed,0.51
11581,IND41809,57%,0.93,2,204,10,,0,,accounting,low,Stayed,0.57
11582,IND07835,58%,0.91,3,195,10,,0,,support,low,Stayed,0.58
11583,IND12923,60%,0.98,4,146,10,,0,,technical,low,Stayed,0.6
11584,IND17738,65%,0.74,4,233,4,1,0,,management,low,Stayed,0.65
11585,IND25971,91%,0.75,2,147,3,,0,,marketing,low,Stayed,0.91
11586,IND31272,65%,0.55,3,156,5,,0,,marketing,low,Stayed,0.65
11587,IND22582,18%,0.49,3,240,2,1,0,,marketing,low,Stayed,0.18
11588,IND38503,66%,0.9,4,177,7,,0,,sales,low,Stayed,0.66
11589,IND07355,78%,0.8,3,135,7,,0,,sales,medium,Stayed,0.78
11590,IND06892,82%,0.65,5,178,7,1,0,,sales,medium,Stayed,0.82
11591,IND24836,54%,0.64,3,190,7,,0,,sales,medium,Stayed,0.54
11592,IND31223,95%,0.84,3,240,7,,0,,sales,medium,Stayed,0.95
11593,IND38933,65%,0.85,4,172,3,,0,,sales,medium,Stayed,0.65
11594,IND04494,83%,0.55,3,271,7,,0,,sales,medium,Stayed,0.83
11595,IND16125,15%,0.6,5,188,7,,0,,sales,medium,Stayed,0.15
11596,IND16710,59%,0.59,4,197,7,,0,,IT,medium,Stayed,0.59
11597,IND22397,99%,0.94,5,151,3,,0,,product_mng,medium,Stayed,0.99
11598,IND03677,76%,0.72,3,263,3,,0,,product_mng,medium,Stayed,0.76
11599,IND14356,64%,0.67,2,223,3,,0,,product_mng,medium,Stayed,0.64
11600,IND28015,95%,0.75,4,151,3,,0,,product_mng,medium,Stayed,0.95
11601,IND33135,53%,0.66,3,191,3,,0,,IT,high,Stayed,0.53
11602,IND09982,59%,0.5,2,162,2,,0,,management,high,Stayed,0.59
11603,IND28571,69%,0.86,5,195,6,,0,,management,high,Stayed,0.69
11604,IND07098,50%,0.49,4,222,3,,0,,management,high,Stayed,0.5
11605,IND20647,89%,0.96,3,179,8,,0,,management,high,Stayed,0.89
11606,IND31048,56%,0.39,3,106,8,,0,,management,high,Stayed,0.56
11607,IND23964,77%,0.68,3,214,8,1,0,,management,high,Stayed,0.77
11608,IND33206,15%,0.75,3,259,8,1,0,,marketing,high,Stayed,0.15
11609,IND18685,88%,0.58,3,145,8,,0,,sales,low,Stayed,0.88
11610,IND31406,89%,0.86,4,153,3,,0,,accounting,low,Stayed,0.89
11611,IND44920,65%,0.52,2,117,10,1,0,,support,low,Stayed,0.65
11612,IND12864,58%,0.99,3,207,10,,0,,technical,low,Stayed,0.58
11613,IND09554,56%,0.85,3,265,10,1,0,,management,low,Stayed,0.56
11614,IND14311,25%,0.72,5,279,8,,0,,marketing,low,Stayed,0.25
11615,IND25627,87%,0.89,4,225,8,,0,,marketing,low,Stayed,0.87
11616,IND28702,62%,0.4,3,158,8,1,0,,marketing,low,Stayed,0.62
11617,IND07660,72%,0.75,4,211,4,,0,,sales,medium,Stayed,0.72
11618,IND32026,49%,0.94,4,175,3,,0,,sales,medium,Stayed,0.49
11619,IND01685,57%,0.91,4,224,10,,0,,sales,medium,Stayed,0.57
11620,IND03659,63%,0.65,3,190,10,,0,,sales,medium,Stayed,0.63
11621,IND09212,91%,0.63,5,240,7,,0,,sales,medium,Stayed,0.91
11622,IND09445,70%,0.68,5,225,7,,0,,sales,medium,Stayed,0.7
11623,IND14854,66%,0.95,5,192,7,,0,,sales,medium,Stayed,0.66
11624,IND20089,77%,0.48,5,262,7,,0,,IT,medium,Stayed,0.77
11625,IND23005,68%,0.97,3,250,3,1,0,,product_mng,medium,Stayed,0.68
11626,IND28464,34%,0.46,3,155,10,,0,,product_mng,medium,Stayed,0.34
11627,IND33079,97%,0.64,4,238,10,1,0,,product_mng,medium,Stayed,0.97
